record_id,account_id,log_date,logins_per_week,feature_usage_score
USA-002302,CUST-0192,2023-08-06,5.285386513222478,3.9355349439091936
USA-000236,CUST-0020,2023-11-09,5.332320194163971,3.7943344686159968
USA-002375,CUST-0196,2023-09-11,8.941835038089064,3.5967072954917034
USA-000210,CUST-0018,2024-04-05,4.851021031179056,6.0043324664005695
USA-002952,CUST-0246,2023-06-26,7.1663169067664025,3.8426820916985562
USA-002474,CUST-0205,2024-06-24,5.595568644628988,7.521827693002484
USA-001277,CUST-0108,2024-01-22,5.421074131943663,4.122395560608818
USA-004151,CUST-0342,2024-02-23,5.635969381850195,3.9635326462189653
USA-004669,CUST-0389,2023-10-22,6.759074645961892,6.746000720445991
USA-000079,CUST-0007,2024-03-29,7.277937903241374,5.452795420778948
USA-003217,CUST-0265,2024-01-29,7.594088572574143,4.482280297009558
USA-003224,CUST-0266,2024-03-01,7.736440118817084,6.7132335521266615
USA-000341,CUST-0028,2023-12-07,10.385359333638734,6.1442597895667195
USA-004412,CUST-0365,2024-05-01,5.248500742122194,6.562094588220149
USA-004089,CUST-0338,2023-10-08,8.057582872243144,6.92926330524411
USA-002085,CUST-0174,2024-02-19,1.1145575196825073,1.9693531880687836
USA-004561,CUST-0381,2023-08-03,7.9600691701583575,5.662509414231825
USA-001171,CUST-0100,2024-06-02,8.59324612234971,3.586858915344461
USA-000463,CUST-0037,2023-10-02,4.649043721607573,0.5514340084629699
USA-001196,CUST-0103,2023-08-19,8.624616891578999,7.359938768393722
USA-001595,CUST-0137,2024-03-19,5.732351689608164,5.81878534893233
USA-001739,CUST-0147,2024-01-08,6.646371926614035,7.750832207411429
USA-000138,CUST-0013,2023-07-31,6.794204534643174,5.851508765509151
USA-002139,CUST-0179,2024-06-18,4.376950296216205,4.3276187965192685
USA-003845,CUST-0317,2024-04-12,9.831165733017944,5.0619708883030965
USA-002804,CUST-0232,2023-06-20,7.3583512016841555,5.062528623657417
USA-003737,CUST-0309,2024-04-19,6.596707699760178,6.40036711527588
USA-000860,CUST-0071,2024-02-27,4.755452432378352,5.017523613974107
USA-001513,CUST-0131,2024-01-01,5.687928382373958,2.8196343534102497
USA-000667,CUST-0053,2023-09-27,6.246837092765367,3.299614682243117
USA-002386,CUST-0197,2023-12-04,8.273922570193484,6.498119769197866
USA-001316,CUST-0111,2024-06-04,6.073838062476311,5.7517909981447986
USA-001290,CUST-0109,2023-09-16,2.7830525036162146,2.9225575209845482
USA-002004,CUST-0168,2023-11-10,6.115820910410626,4.637930047467949
USA-002673,CUST-0221,2024-05-03,7.594648895498687,5.357361076088722
USA-004327,CUST-0357,2023-09-10,10.894479192805223,7.482356671030366
USA-000674,CUST-0054,2024-01-14,0.9098407019045485,3.230233977564292
USA-001189,CUST-0102,2023-07-26,8.952548164923632,4.539478810088891
USA-001101,CUST-0094,2023-06-16,6.969043688772951,6.538114412160516
USA-001853,CUST-0155,2023-10-30,8.32973118133653,7.704358175701306
USA-000442,CUST-0036,2023-12-15,8.214168620238826,4.97856868797361
USA-002300,CUST-0191,2023-12-02,3.141326775730503,1.5264946534006991
USA-001882,CUST-0157,2023-10-19,5.832007704938436,3.7235485740343717
USA-004332,CUST-0357,2023-12-10,-2.323081958266643,6.5056880254703415
USA-004223,CUST-0348,2024-04-08,2.302635475646555,2.164217251821433
USA-003045,CUST-0252,2024-06-19,9.17922323748132,7.449533773077669
USA-000295,CUST-0024,2023-08-31,1.43715420881713,2.5252077647537505
USA-004580,CUST-0382,2024-02-21,12.897709937521356,6.075571678685419
USA-003306,CUST-0272,2024-03-07,6.61875775538898,5.075603986560703
USA-000146,CUST-0014,2024-04-09,5.928530541009125,2.6899834904538618
USA-000937,CUST-0079,2023-07-13,18.803820066866855,4.239480558563305
USA-001333,CUST-0113,2023-12-22,11.354358193547402,7.083042714892598
USA-004673,CUST-0389,2024-02-05,5.11823515906395,7.325607216678249
USA-001592,CUST-0137,2023-11-28,6.187653157050822,6.2289598937444985
USA-002664,CUST-0221,2023-08-17,6.816518461768742,4.858246058307143
USA-003495,CUST-0288,2023-06-15,3.6305633747129447,4.617749411900964
USA-000969,CUST-0082,2024-06-23,4.955930602162606,5.9028768492254855
USA-002964,CUST-0247,2024-05-21,4.821022818442423,5.804389049766859
USA-001168,CUST-0099,2023-07-13,4.355105164866431,1.7036299317868373
USA-000465,CUST-0037,2024-06-04,2.6189212332536993,3.567181577142577
USA-002049,CUST-0172,2023-11-02,8.053835452116893,5.511023731930547
USA-002230,CUST-0186,2024-04-06,6.895836345798098,3.2679837394617786
USA-002371,CUST-0196,2024-01-24,8.353761991642468,6.31636537737332
USA-001187,CUST-0102,2023-11-27,7.396951591170882,6.250439329440906
USA-004305,CUST-0355,2023-06-03,4.070150002901204,4.168187623734553
USA-001877,CUST-0157,2023-09-26,3.3970132868417746,2.1596102481221644
USA-000941,CUST-0079,2024-05-10,7.828026437839203,7.832225976283048
USA-000536,CUST-0043,2024-02-12,7.684203471359401,4.884515657936536
USA-001704,CUST-0145,2024-02-22,4.566780515705496,5.038675369039421
USA-002759,CUST-0228,2023-08-30,3.5247473485762066,2.6363975372976594
USA-004200,CUST-0346,2024-03-06,4.681025670339803,4.521354744434936
USA-000082,CUST-0007,2024-04-26,7.856127247395857,4.499378689155755
USA-002963,CUST-0247,2023-11-08,6.676872277790593,7.244956426318801
USA-000572,CUST-0046,2023-11-05,3.4435578177971977,4.81093615901731
USA-003981,CUST-0328,2024-04-21,-9.36912109715481,2.2600010379947673
USA-001244,CUST-0106,2024-03-09,9.479781353838126,7.613109443018468
USA-001879,CUST-0157,2024-01-16,0.0,4.365006652020563
USA-004294,CUST-0354,2023-11-15,9.432718890002874,4.597035025072912
USA-003389,CUST-0280,2024-05-01,6.247767717592285,4.335020111132101
USA-000340,CUST-0028,2024-01-26,8.518789879565585,4.774082685076329
USA-000085,CUST-0008,2024-02-22,4.78813768430525,5.821731294854976
USA-002349,CUST-0195,2024-05-01,6.844072447481506,4.378728420744563
USA-004619,CUST-0385,2023-12-18,10.779051620399233,6.425949943199277
USA-001366,CUST-0116,2023-07-28,7.408704597444991,5.859289463696511
USA-004480,CUST-0372,2024-03-22,4.893930774845913,5.702918625757285
USA-001616,CUST-0139,2023-07-27,6.2540320076441525,6.846818894702516
USA-000425,CUST-0035,2024-01-14,10.170369072234488,6.4927527495602995
USA-003989,CUST-0328,2023-08-13,2.427825294326695,2.280568019387534
USA-002380,CUST-0197,2024-04-25,8.31241175816621,6.0297425434609035
USA-001469,CUST-0126,2023-06-17,3.7711033266949103,2.1124577979464974
USA-001954,CUST-0164,2023-09-05,5.042556611063978,6.49278298653573
USA-002890,CUST-0240,2023-09-23,9.349700792019348,5.916622171948172
USA-004498,CUST-0374,2024-04-03,6.840985296845225,3.9656923651475267
USA-003903,CUST-0321,2024-02-29,10.834624506497201,6.20579579437393
USA-003011,CUST-0250,2023-11-17,7.114255765202657,4.526927322888354
USA-000792,CUST-0064,2023-11-10,5.939882050253107,6.100271719735194
USA-003233,CUST-0267,2023-06-22,0.18686193008632168,3.816100008683022
USA-000483,CUST-0039,2024-05-24,8.348817729781105,4.707999746812524
USA-003561,CUST-0294,2023-12-18,6.875497580127326,6.221105435735545
USA-002696,CUST-0223,2024-01-13,7.202916729361559,0.8781056239898186
USA-000500,CUST-0041,2023-09-25,6.68795084225505,3.690671369599053
USA-003400,CUST-0281,2024-03-20,6.190958677825779,5.359931548118423
USA-001933,CUST-0162,2024-03-11,7.385465069091437,6.315610335468
USA-003255,CUST-0268,2024-06-06,8.163080112966371,6.765857475477846
USA-003337,CUST-0275,2023-11-29,7.581871897850492,4.704283136357524
USA-001091,CUST-0093,2024-04-15,2.683667459732274,5.891585433044025
USA-001654,CUST-0142,2023-06-03,9.944623162524891,7.688973218489188
USA-004008,CUST-0330,2023-06-17,5.618814835831451,5.941160099143103
USA-000883,CUST-0074,2024-06-18,5.666983942739179,3.5631328291285786
USA-003158,CUST-0261,2023-09-07,13.347636080117393,9.384591201333185
USA-000619,CUST-0050,2024-03-31,10.217670612126142,4.944272826647757
USA-001115,CUST-0096,2024-06-23,8.052231150509185,7.586919736490967
USA-002388,CUST-0197,2024-01-22,11.22022020819115,7.129298660023834
USA-000899,CUST-0075,2024-02-19,10.127159619786402,7.405623713260259
USA-000826,CUST-0068,2023-08-03,3.404267988175222,7.072305206614729
USA-000352,CUST-0029,2023-12-14,4.60754638741871,3.9235386387311526
USA-000296,CUST-0024,2023-11-23,1.0701818564137748,1.3658787745373062
USA-000715,CUST-0058,2023-12-20,5.31713141376243,4.291241802204803
USA-004428,CUST-0366,2023-09-01,7.579012696500793,5.706921432899401
USA-000158,CUST-0014,2023-06-20,5.015465576399146,6.604773212677169
USA-001650,CUST-0142,2023-11-24,8.888415067682944,6.090848753932221
USA-001392,CUST-0118,2023-08-14,7.189990307146811,4.1249526382248325
USA-003533,CUST-0292,2023-11-26,4.517577898127186,5.808369520171704
USA-002325,CUST-0193,2023-06-22,9.68779327767528,3.555189370447785
USA-003608,CUST-0298,2024-01-02,0.004990267951086563,1.3904322644387763
USA-002523,CUST-0208,2023-07-02,6.399961925597896,5.874166866844707
USA-003576,CUST-0295,2024-05-12,3.6738588578832463,5.046856922631064
USA-001259,CUST-0107,2023-08-29,10.104618637870088,6.457194950226819
USA-000888,CUST-0074,2024-02-04,9.273422936784922,5.317900074708075
USA-003985,CUST-0328,2023-08-20,0.5778198465728326,3.7573451489397316
USA-000563,CUST-0045,2024-06-09,3.0502768973829872,3.4999191559621172
USA-001980,CUST-0166,2024-03-12,6.579334956493936,3.2395044566275706
USA-000033,CUST-0004,2023-06-09,10.416574776833077,7.391916267042266
USA-001880,CUST-0157,2024-04-19,2.351346219708719,4.439748520455768
USA-000237,CUST-0020,2024-04-22,2.837820490449971,4.62382056756673
USA-004101,CUST-0339,2024-04-08,6.935554269031856,5.600252565045261
USA-000040,CUST-0004,2024-01-24,9.010645110661471,5.220296253464208
USA-001893,CUST-0159,2023-07-03,4.8928972371182216,2.9753345541186014
USA-000412,CUST-0033,2024-06-01,10.010715221708857,4.738244753687169
USA-002186,CUST-0182,2024-06-04,2.243336677538468,1.7534659527440395
USA-004353,CUST-0359,2024-02-28,5.650330608775993,4.279737657313966
USA-003978,CUST-0328,2023-07-23,2.876863303374189,3.189732968951269
USA-003093,CUST-0256,2023-06-04,3.5682643093350057,4.230875168492777
USA-001535,CUST-0132,2023-08-04,2.4235200655592717,2.164824210540498
USA-004341,CUST-0359,2024-02-01,5.984062576803162,6.2338405661179
USA-004296,CUST-0354,2023-06-16,7.256288225612472,6.4577998755851524
USA-003945,CUST-0325,2023-12-01,2.99697617175436,4.368709662185201
USA-002432,CUST-0201,2023-12-16,4.046595359128654,2.7339892844507667
USA-000683,CUST-0055,2024-04-18,4.663178090808766,5.09803078218087
USA-001668,CUST-0143,2024-03-05,10.926041447787087,6.856762984324948
USA-002734,CUST-0226,2024-05-25,11.1874037743954,5.865447777291515
USA-004320,CUST-0356,2024-03-29,9.157935736389597,7.205177616069022
USA-002718,CUST-0225,2024-05-29,5.349679663653943,4.390116773076653
USA-000324,CUST-0026,2024-03-14,3.917224800970259,3.5205000453279
USA-003487,CUST-0287,2023-09-23,4.539125074767268,4.327650221972974
USA-002683,CUST-0222,2023-08-02,6.573040936485293,4.32466768597369
USA-000724,CUST-0058,2023-09-17,6.909517780169416,6.861272881400949
USA-004230,CUST-0349,2024-06-15,5.78041035991993,4.399316249853931
USA-002780,CUST-0230,2024-02-23,10.309713474879722,6.870999558622107
USA-001826,CUST-0153,2023-12-21,9.332708249944883,4.947163757305971
USA-000784,CUST-0064,2023-06-29,6.276474874772516,4.480017527662536
USA-004527,CUST-0378,2023-11-23,5.487424270656422,5.651849360979615
USA-000733,CUST-0059,2024-05-08,11.284852474474153,7.060187598359222
USA-004381,CUST-0362,2024-04-10,3.707763638657233,1.3355829880961525
USA-000847,CUST-0070,2024-05-14,5.744680096519879,5.446462198508833
USA-003788,CUST-0313,2023-12-19,9.078410929197416,4.892872023425068
USA-004311,CUST-0355,2023-07-09,5.45519160106962,3.4289912854340967
USA-003282,CUST-0270,2023-09-18,5.33041162126549,4.251528762122251
USA-002626,CUST-0217,2023-08-23,6.342030841234724,7.185913953692501
USA-003671,CUST-0302,2024-05-08,5.00100724950823,4.470421626226772
USA-002746,CUST-0227,2024-01-12,4.24098734967988,3.063008686055084
USA-001074,CUST-0092,2024-02-23,10.652071417778108,10.0
USA-001309,CUST-0111,2023-12-21,6.509234986302993,5.004201365933116
USA-002390,CUST-0197,2024-05-21,8.335746007612508,7.325644079401599
USA-001988,CUST-0167,2023-06-20,9.857144578949057,5.941531931675936
USA-004689,CUST-0390,2023-12-12,12.584102062906116,8.359995734617348
USA-003633,CUST-0300,2023-06-14,5.804580772097109,4.3116010786908925
USA-003414,CUST-0281,2024-02-07,5.1247102349802836,4.38890659064154
USA-003148,CUST-0261,2024-06-12,10.853847519089106,7.448829772999071
USA-001253,CUST-0107,2023-09-18,8.56528579487917,6.483092879970977
USA-003101,CUST-0257,2023-10-28,8.263646605570141,7.239732935904243
USA-002292,CUST-0190,2023-07-09,9.642675083010742,6.501718304802297
USA-000670,CUST-0054,2024-03-02,0.8901016366404901,2.0198175890909953
USA-004415,CUST-0365,2024-05-21,4.00641158307965,5.858020987884209
USA-002147,CUST-0179,2023-10-08,5.599861966797833,4.668551110188416
USA-003934,CUST-0324,2024-05-03,8.176480369634344,5.121551025259339
USA-001159,CUST-0099,2024-06-23,5.120104201358863,3.311669164770688
USA-004196,CUST-0346,2024-04-04,5.3437675432441765,4.206191818832697
USA-003450,CUST-0285,2023-07-03,6.926375081662332,5.203278552362251
USA-002888,CUST-0240,2024-06-15,6.159732528013045,4.894251160923843
USA-002038,CUST-0171,2023-12-03,7.416898708599551,5.884280121078106
USA-004087,CUST-0338,2024-01-11,5.996056908448708,7.011039627469803
USA-001925,CUST-0162,2023-08-12,5.9758355521571165,6.6560529706477345
USA-000867,CUST-0072,2024-03-07,8.2552117608282,6.22001074809716
USA-004098,CUST-0339,2024-03-16,7.6233607003709745,6.436183569753053
USA-001420,CUST-0120,2023-11-29,9.374463280723482,6.423208951908212
USA-002093,CUST-0174,2023-09-08,0.0,5.117736077842011
USA-002020,CUST-0170,2023-07-02,7.6304965124325115,7.479610736640541
USA-004045,CUST-0334,2023-10-13,9.463826187930703,6.595627894874841
USA-002917,CUST-0242,2024-05-10,1.9133254381242673,3.949131400555525
USA-003177,CUST-0263,2023-08-20,0.7406802959702476,4.24918469310432
USA-004707,CUST-0392,2023-07-09,4.706858590461862,4.500780696364471
USA-001346,CUST-0114,2023-09-14,2.2484359793189097,4.720608325643847
USA-004299,CUST-0354,2024-01-18,9.758954265227796,4.648899997222737
USA-002596,CUST-0215,2023-07-22,7.2777841394882845,6.227023927885706
USA-002894,CUST-0240,2024-01-04,7.459406196040199,4.813030166702825
USA-001372,CUST-0116,2023-08-05,5.8783173863581,4.878233321529925
